DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
19991025,0.017,-0.4278,0.183,-0.0579,-0.5221,-0.1914
19991026,0.017,-0.8609,0.9505,-0.3787,-0.2413,0.5182
19991027,0.017,0.8925,-0.4249,0.1117,0.1285,-0.1413
19991028,0.017,3.3167,-2.102,-0.1262,0.3029,-0.4631
19991029,0.017,1.7136,-1.1359,-0.4919,0.5375,0.1888
19991101,0.0181,-0.3828,0.9683,-0.2246,0.0504,0.148
19991102,0.0181,-0.3304,0.7296,-0.0504,-0.2231,0.4547
19991103,0.0181,0.6882,0.6695,-0.3753,-0.2781,0.4025
19991104,0.0181,0.6609,0.1247,0.0592,-0.037,0.0425
19991105,0.0181,0.7862,-0.1087,-0.213,-0.2799,0.4728
19991108,0.0181,0.5925,0.1484,-0.3904,-0.1358,-0.9256
19991109,0.0181,-0.781,1.0512,-0.1123,-0.518,-0.1186
19991110,0.0181,0.5399,-0.2639,-0.1376,-0.6461,0.0618
19991111,0.0181,0.3662,-0.1069,-0.3277,0.5455,0.4983
19991112,0.0181,1.1133,-0.2737,-0.0267,-0.6161,-1.0168
19991115,0.0181,0.0184,0.7793,-0.2443,-0.9567,-0.853
19991116,0.0181,1.8554,-0.8128,-0.5777,-0.0592,-0.2367
19991117,0.0181,-0.6267,0.6715,-0.511,0.1616,-0.0919
19991118,0.0181,1.1275,-0.0654,-1.1601,-0.1082,0.266
19991119,0.0181,-0.1131,0.2197,-0.4584,-0.0649,0.3477
19991122,0.0181,0.0104,0.4171,-0.2955,0.2442,0.0003
19991123,0.0181,-1.2802,-0.0002,-0.0639,0.1953,0.222
19991124,0.0181,0.8672,-0.9508,-0.3442,-0.5344,0.0915
19991126,0.0181,0.1989,0.8705,0.069,-0.2273,0.2805
19991129,0.0181,-0.6319,0.4023,0.6365,0.5153,0.6976
19991130,0.0181,-1.3049,0.9258,0.9647,0.1944,0.2668
19991201,0.0171,0.5171,-0.4368,-0.5354,0.0203,-0.0384
19991202,0.0171,1.1473,-0.0402,-0.6086,-0.4519,-0.2007
19991203,0.0171,1.5942,-0.9813,-0.3355,-0.3319,0.2401
19991206,0.0171,-0.4179,0.2758,-0.4736,-0.4861,-0.2182
19991207,0.0171,-0.4234,0.6673,-0.7398,-0.6397,-0.3232
19991208,0.0171,-0.0741,0.9803,-0.1965,-0.2738,-0.5022
19991209,0.0171,0.3053,-0.6465,-0.404,-0.2813,-1.2376
19991210,0.0171,0.5169,0.6795,-0.3881,-0.547,0.2583
19991213,0.0171,0.0618,0.8996,-0.5036,-0.3539,-0.6678
